epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,2709.62,0.68347,0.48214,0.87597,0.91011,0.86845,0.89065,0.74323,0.73069,0.69258,0.89144,0.00011211,0.00011211,0.00011211
27,2813.71,0.68128,0.47648,0.87785,0.88336,0.85638,0.88051,0.73665,0.73067,0.62534,0.88887,0.000107714,0.000107714,0.000107714
28,2917.35,0.68294,0.4762,0.87869,0.90233,0.86152,0.88725,0.74208,0.73895,0.61971,0.89529,0.000103319,0.000103319,0.000103319
29,3024.16,0.68006,0.46805,0.87734,0.90189,0.85978,0.88141,0.73844,0.72643,0.58141,0.88707,9.89232e-05,9.89232e-05,9.89232e-05
30,3128.96,0.68447,0.46556,0.87866,0.90723,0.8696,0.89127,0.74972,0.73406,0.55414,0.89348,9.45276e-05,9.45276e-05,9.45276e-05
31,3232.37,0.67994,0.46628,0.8785,0.9017,0.86341,0.88749,0.74565,0.72879,0.54387,0.89013,9.0132e-05,9.0132e-05,9.0132e-05
32,3339.44,0.66989,0.45317,0.87207,0.89452,0.86011,0.88528,0.74379,0.72549,0.61486,0.89211,8.57364e-05,8.57364e-05,8.57364e-05
33,3442.32,0.67038,0.44693,0.87459,0.89708,0.87334,0.89118,0.74902,0.72681,0.54535,0.88992,8.13408e-05,8.13408e-05,8.13408e-05
34,3547.3,0.6709,0.44244,0.87567,0.90532,0.87362,0.8931,0.75138,0.72157,0.56867,0.88779,7.69452e-05,7.69452e-05,7.69452e-05
35,3652.2,0.66256,0.43509,0.87072,0.89705,0.86733,0.8886,0.74727,0.72168,1.0036,0.88999,7.25496e-05,7.25496e-05,7.25496e-05
36,3757.33,0.66123,0.43375,0.87011,0.88186,0.85848,0.88076,0.74017,0.72856,0.60872,0.89007,6.8154e-05,6.8154e-05,6.8154e-05
37,3862.8,0.66175,0.43196,0.87124,0.90849,0.87273,0.89399,0.75436,0.71788,0.60971,0.88767,6.37584e-05,6.37584e-05,6.37584e-05
38,3966.28,0.6575,0.42496,0.86812,0.89702,0.87885,0.89216,0.75256,0.7203,0.58964,0.88899,5.93628e-05,5.93628e-05,5.93628e-05
39,4071.6,0.65471,0.42027,0.87053,0.90603,0.87485,0.89196,0.75248,0.72414,0.55609,0.89031,5.49672e-05,5.49672e-05,5.49672e-05
40,4175.37,0.65685,0.42129,0.87055,0.89397,0.88015,0.88903,0.75038,0.71881,0.54348,0.88752,5.05716e-05,5.05716e-05,5.05716e-05
41,4281.86,0.65169,0.40948,0.86409,0.9037,0.8687,0.88934,0.74882,0.72147,0.61169,0.88968,4.6176e-05,4.6176e-05,4.6176e-05
42,4387.48,0.64538,0.40214,0.86117,0.89824,0.87319,0.89091,0.75055,0.72413,0.65099,0.88994,4.17804e-05,4.17804e-05,4.17804e-05
43,4491.09,0.63634,0.39251,0.85924,0.89064,0.87166,0.88884,0.74903,0.72584,0.64263,0.88864,3.73848e-05,3.73848e-05,3.73848e-05
44,4593.36,0.63844,0.39251,0.85808,0.89655,0.86608,0.88818,0.74922,0.72172,0.62721,0.88959,3.29892e-05,3.29892e-05,3.29892e-05
45,4698.02,0.63733,0.39376,0.85862,0.90355,0.87497,0.89329,0.75458,0.71938,0.54603,0.88601,2.85936e-05,2.85936e-05,2.85936e-05
46,4801.16,0.64178,0.39607,0.8572,0.90865,0.86853,0.89105,0.75292,0.72366,0.58872,0.88928,2.4198e-05,2.4198e-05,2.4198e-05
47,4901.59,0.63611,0.39292,0.85675,0.89918,0.87342,0.89194,0.75419,0.72148,0.56785,0.88814,1.98024e-05,1.98024e-05,1.98024e-05
48,5004.34,0.63771,0.38842,0.85536,0.8983,0.86495,0.88703,0.75004,0.72025,0.65861,0.88746,1.54068e-05,1.54068e-05,1.54068e-05
49,5108.46,0.62383,0.37137,0.85602,0.89545,0.87699,0.89272,0.75626,0.72134,0.60506,0.88704,1.10112e-05,1.10112e-05,1.10112e-05
50,5213.35,0.62743,0.38608,0.85367,0.8991,0.8685,0.89022,0.75387,0.72061,0.60495,0.88745,6.6156e-06,6.6156e-06,6.6156e-06
